physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
5496,1,0.99,F,30,56,nephrology
5497,1,0.89,M,35,58,nephrology
5498,0.98,0.26,F,23,50,nephrology
5499,1,0.21,M,23,52,other
5500,1,0.9,F,23,61,nephrology
5501,0.48,0.91,M,23,50,nephrology
5502,1,0.2,F,23,67,nephrology
5503,0.79,0.85,M,23,50,nephrology
5504,1,0.14,M,23,52,nephrology
5505,0.77,0.93,F,23,52,other
5506,0.23,0.94,M,23,53,other
5507,1,0.91,M,23,49,other
5508,0.5,0.94,M,23,49,other
5509,1,0.98,M,23,55,nephrology
5510,1,0.92,F,23,50,other
5511,1,0.94,F,23,72,urology
5512,0.74,0.9,M,23,67,nephrology
5513,0.84,0.74,F,23,50,urology
5514,1,0.97,F,14,80,nephrology
5515,1,0.93,F,23,80,other
5516,0.82,0.95,M,45,80,nephrology
5517,0.89,0.35,F,28,71,nephrology
5518,1,0.88,F,24,80,nephrology
5519,1,0.97,F,25,80,nephrology
5520,0,0.84,M,24,80,nephrology
5521,1,0.89,F,41,80,nephrology
5522,1,0.41,F,3,28,nephrology
5523,1,0.93,M,30,61,other
5524,0.99,0.96,M,31,55,urology
5525,1,0.38,F,25,50,nephrology
5526,1,0.94,F,52,77,nephrology
5527,0.96,0.38,F,25,50,nephrology
5528,1,0.96,F,26,51,nephrology
5529,1,0.06,M,31,59,nephrology
5530,1,0.11,F,29,55,nephrology
5531,0.79,0.93,M,37,64,nephrology
5532,0.87,0.49,M,31,59,nephrology
5533,1,0.95,M,46,70,nephrology
5534,1,0.57,F,31,57,nephrology
5535,1,0.42,F,32,57,nephrology
5536,1,0.98,F,33,56,nephrology
5537,1,0.4,M,29,54,nephrology
5538,1,0.91,F,3,28,nephrology
5539,0.89,0.08,F,23,80,other
5540,0.96,0.76,F,45,80,nephrology
5541,1,0.08,F,28,80,nephrology
5542,1,0.88,F,34,80,other
5543,0.49,0.88,F,24,80,nephrology
5544,1,0.17,F,28,55,nephrology
5545,1,0.1,M,39,63,nephrology
5546,1,0.93,F,29,53,nephrology
5547,1,0.59,F,25,49,nephrology
5548,1,0.01,M,24,71,nephrology
5549,1,0.84,M,37,64,urology
5550,1,0.97,F,38,63,nephrology
5551,0.99,0.56,F,34,57,nephrology
5552,0.91,0.91,M,29,80,urology
5553,0.95,0.95,F,26,80,nephrology
5554,0.99,0.92,F,26,80,urology
5555,0.91,0.59,F,23,61,nephrology
5556,1,0.93,F,25,80,nephrology
5557,0.98,0.98,F,28,80,nephrology
5558,0.83,0.97,F,3,28,nephrology
5559,1,0.09,F,23,68,other
5560,1,0.52,M,37,62,nephrology
5561,1,0.1,M,24,52,nephrology
5562,0.89,0.37,F,24,50,nephrology
5563,1,0.01,M,27,52,other
5564,0.69,0.89,M,32,57,nephrology
5565,1,0.21,M,23,62,other
5566,0.94,0.86,M,33,56,nephrology
5567,1,0.94,F,37,64,nephrology
5568,1,0.9,M,38,61,other
5569,1,0.58,M,34,57,nephrology
5570,1,0.16,M,25,51,nephrology
5571,0.55,0.92,M,31,57,urology
5572,1,0.23,F,33,56,nephrology
5573,1,0.01,M,30,53,nephrology
5574,1,0.08,F,3,28,nephrology
5575,1,0.58,F,42,69,nephrology
5576,1,0.01,F,3,28,nephrology
5577,0.99,0.89,F,3,28,nephrology
5578,1,0.09,F,25,80,nephrology
5579,1,0.56,F,3,28,nephrology
5580,0.74,0.96,F,23,80,nephrology
5581,0.86,0.54,F,23,93,other
5582,0.93,0.37,F,23,66,nephrology
5583,1,0.98,M,27,80,other
5584,0.66,0.57,M,10,70,nephrology
5585,0,0.93,F,22,80,nephrology
5586,1,0.11,F,3,28,nephrology
5587,1,0.44,F,3,28,nephrology
5588,0.3,0.79,M,23,50,other
5589,0.94,0.23,M,22,49,nephrology
5590,0.59,0.18,M,22,68,other
5591,1,0.11,M,22,55,nephrology
5592,1,0.12,M,22,48,urology
5593,0.99,0.91,M,23,49,other
5594,1,0.98,F,22,52,nephrology
5595,1,0.96,M,22,48,urology
5596,0.91,0.92,F,22,47,other
5597,1,0.89,M,22,48,nephrology
5598,1,0.85,M,22,49,nephrology
5599,0.99,0.88,M,22,51,nephrology
5600,0.88,0.88,M,22,48,nephrology
5601,1,0.33,M,22,49,nephrology
5602,0.99,0.57,F,22,59,nephrology
5603,1,0.47,M,23,49,nephrology
5604,1,0.2,M,22,49,nephrology
5605,1,0.92,F,22,49,nephrology
5606,1,0.41,M,22,48,nephrology
5607,0.9,0.04,M,22,51,other
5608,1,0.33,F,23,50,nephrology
5609,1,0.42,M,22,48,other
5610,0.79,0.82,F,22,49,nephrology
5611,0.97,0.92,M,22,51,nephrology
5612,1,0.82,F,22,48,other
5613,1,0.88,F,22,48,nephrology
5614,1,0.79,M,22,48,nephrology
5615,0.59,0.02,F,22,48,other
5616,0.96,0.76,M,22,50,nephrology
5617,0.62,0.94,M,30,56,nephrology
5618,1,0.87,M,22,48,nephrology
5619,0.95,0.95,F,22,49,nephrology
5620,0.97,0.91,F,22,48,nephrology
5621,1,0.3,M,23,54,nephrology
5622,1,0.48,F,22,49,nephrology
5623,0.99,0.22,M,22,50,nephrology
5624,0.84,0.85,M,22,50,other
5625,1,0.03,M,23,50,nephrology
5626,0.76,0.35,M,22,64,nephrology
5627,1,0.9,M,22,59,other
5628,0.81,0.89,M,22,47,other
5629,1,0.14,F,22,48,nephrology
5630,1,0.9,F,22,49,nephrology
5631,0.78,0.37,M,22,52,nephrology
5632,0.97,0.96,M,22,49,other
5633,0.97,0.96,M,22,49,other
5634,0.87,0.13,F,22,52,urology
5635,0.99,0.42,M,22,50,nephrology
5636,1,0.59,M,22,57,nephrology
5637,1,0.89,M,23,52,nephrology
5638,0.99,0.96,F,22,50,other
5639,0.66,0.23,F,22,50,nephrology
5640,0.99,0.91,M,22,55,nephrology
5641,1,0.96,M,25,51,nephrology
5642,1,0.44,M,22,50,nephrology
5643,1,0.93,F,22,48,nephrology
5644,0.94,0.73,M,22,48,other
5645,1,0.76,M,23,49,nephrology
5646,1,0.96,F,22,49,nephrology
5647,1,0.95,M,22,52,nephrology
5648,1,0.97,M,22,49,nephrology
5649,0.53,0.91,M,23,54,other
5650,1,0.97,M,22,51,nephrology
5651,0.98,0.94,F,22,49,nephrology
5652,0.58,0.82,F,22,48,nephrology
5653,0.72,0.91,F,22,49,other
5654,0.58,0.28,M,23,62,nephrology
5655,1,0.11,F,22,47,other
5656,1,0.1,M,22,48,nephrology
5657,1,0.39,M,22,49,nephrology
5658,1,0.07,M,22,50,other
5659,0.94,0.32,M,22,50,nephrology
5660,0.99,0.94,M,22,48,other
5661,0.22,0.96,F,23,60,nephrology
5662,1,0.35,F,22,58,nephrology
5663,0.84,0.98,F,22,48,nephrology
5664,0.7,0.86,M,22,49,nephrology
5665,1,0.93,F,22,51,nephrology
5666,1,0.32,F,22,49,nephrology
5667,1,0.89,M,22,49,nephrology
5668,1,0.74,M,22,68,nephrology
5669,1,0.88,M,22,49,nephrology
5670,1,0.86,M,22,56,urology
5671,0.7,0.89,M,22,50,nephrology
5672,0.99,0.25,M,22,48,nephrology
5673,1,0.44,M,22,50,nephrology
5674,1,0.02,F,22,54,nephrology
5675,1,0.02,F,22,50,nephrology
5676,0.46,0.31,F,23,50,nephrology
5677,0.88,0.12,M,22,57,other
5678,1,0.3,F,22,48,other
5679,1,0.18,M,22,48,nephrology
5680,1,0.36,M,22,50,nephrology
5681,1,0.06,M,22,48,other
5682,0.98,0.06,M,22,49,other
5683,0.63,0.87,F,22,48,other
5684,0.95,0.97,M,4,49,nephrology
5685,1,0.92,M,30,57,nephrology
5686,0.84,0.89,F,22,48,other
5687,0.98,0.94,F,22,48,nephrology
5688,1,0.48,M,30,55,nephrology
5689,1,0.86,F,29,55,nephrology
5690,1,0.25,F,36,61,nephrology
5691,0.91,0.43,F,37,63,other
5692,1,0.86,M,28,52,nephrology
5693,0.98,0.92,M,31,58,nephrology
5694,0.94,0.57,F,24,47,nephrology
5695,0.98,0.88,F,23,47,nephrology
5696,1,1,M,26,50,nephrology
5697,0.96,0.85,M,33,58,nephrology
5698,1,0.87,M,25,49,other
5699,1,0.8,F,34,60,nephrology
5700,1,0.97,M,46,75,nephrology
5701,0.78,0.15,F,35,59,nephrology
5702,1,0.42,M,35,64,nephrology
5703,1,0.35,M,29,55,nephrology
5704,0.86,0.81,M,25,54,nephrology
5705,1,0.17,F,42,66,nephrology
5706,1,0.93,F,40,63,nephrology
5707,1,0.59,F,29,52,nephrology
5708,0.7,0.92,F,32,55,nephrology
5709,0.99,0.97,M,28,52,urology
5710,0.86,0.03,M,22,65,nephrology
5711,0.92,0.13,M,22,48,nephrology
5712,1,0.21,F,22,49,nephrology
5713,0.93,0.94,M,22,49,nephrology
5714,1,0.9,F,22,49,nephrology
5715,1,0.85,M,22,49,nephrology
5716,1,0.41,M,22,54,other
5717,1,0.9,M,22,55,nephrology
5718,0.54,0.58,F,22,48,other
5719,1,0.91,F,22,48,nephrology
5720,0.37,0.79,M,22,49,other
5721,1,0.28,F,22,51,nephrology
5722,1,0.42,F,3,28,nephrology
5723,0.98,0.94,F,40,80,nephrology
5724,0.55,0.98,F,25,80,nephrology
5725,0,0.96,F,22,80,nephrology
5726,1,0.89,F,22,68,nephrology
5727,1,0.31,F,3,28,nephrology
5728,0.82,0.27,F,3,28,nephrology
5729,0.97,0.93,F,3,28,nephrology
5730,1,0.96,F,3,28,nephrology
5731,1,0.83,F,31,80,nephrology
5732,1,0.97,F,15,80,nephrology
5733,1,0.14,F,27,65,other
5734,1,0.79,M,24,52,other
5735,0,1,M,44,68,nephrology
5736,1,0.92,M,24,52,nephrology
5737,1,0.9,M,33,56,nephrology
5738,0.81,0.15,M,35,60,other
5739,1,0.25,F,37,62,nephrology
5740,1,0.54,F,28,52,nephrology
5741,1,0.46,M,27,51,nephrology
5742,1,0.78,M,43,68,nephrology
5743,1,0.55,M,26,50,other
5744,0.99,0.3,F,30,58,nephrology
5745,1,0.96,F,35,61,nephrology
5746,0.96,0.76,F,28,56,nephrology
5747,1,0.98,M,31,54,other
5748,1,0.17,F,42,66,nephrology
5749,1,0.24,F,40,63,nephrology
5750,0.74,0.48,M,34,59,nephrology
5751,0.99,0.96,F,23,80,other
5752,1,0.95,M,22,80,nephrology
5753,1,0.97,F,23,80,nephrology
5754,0.71,0.06,F,3,28,nephrology
5755,0.76,0.95,F,22,70,nephrology
5756,1,0.28,F,32,68,nephrology
5757,0.91,0.98,F,23,80,other
5758,1,0.92,F,3,28,nephrology
5759,0.97,0.93,F,24,80,urology
5760,0.97,0.85,F,35,80,other
5761,1,0.97,F,23,80,nephrology
5762,1,0.84,F,26,80,nephrology
5763,1,0.9,F,25,56,nephrology
5764,1,0.81,F,22,48,other
5765,0.97,0.12,M,27,53,other
5766,1,0.98,M,23,48,nephrology
5767,1,0.5,F,33,57,nephrology
5768,1,0.8,M,29,56,urology
5769,0.93,0.79,M,36,58,nephrology
5770,1,0.95,F,32,57,nephrology
5771,0.98,0.33,M,25,50,nephrology
5772,0.97,0.95,M,28,51,nephrology
5773,1,0.12,M,31,55,nephrology
5774,1,0.83,M,27,51,nephrology
5775,0.99,0.92,M,31,55,urology
5776,1,0.88,F,45,69,nephrology
5777,1,0.98,M,32,55,nephrology
5778,1,0.85,M,28,55,nephrology
5779,1,0.96,F,3,28,nephrology
5780,0.97,0.92,M,23,80,other
5781,1,0.27,F,3,28,nephrology
5782,1,0.17,M,31,62,other
5783,1,0.37,F,32,62,urology
5784,0.91,0.91,F,23,80,nephrology
5785,0.91,0.23,F,22,80,other
5786,1,0.06,F,21,48,other
5787,0.62,0.35,M,21,48,other
5788,1,0.92,F,21,47,nephrology
5789,1,0.07,M,21,60,other
5790,1,0.18,F,21,62,other
5791,1,0.38,F,21,50,nephrology
5792,0.94,0.18,F,21,47,nephrology
5793,0.94,0.1,M,21,51,nephrology
5794,1,0.08,F,21,47,nephrology
5795,1,0.78,F,21,51,nephrology
5796,1,0.87,M,21,54,urology
5797,1,0.92,F,21,47,nephrology
5798,0.49,0.84,M,21,46,other
5799,1,0.96,M,21,49,nephrology
5800,1,0.22,F,21,47,nephrology
5801,1,0.01,F,21,61,nephrology
5802,0.87,0.88,F,22,51,other
5803,1,0.5,M,21,49,nephrology
5804,1,0.48,F,21,47,other
5805,0.69,0.96,M,21,48,other
5806,0.97,0.92,M,21,48,other
5807,1,0.96,F,21,47,nephrology
5808,1,0.94,M,21,51,other
5809,1,0.37,F,21,47,nephrology
5810,0.89,0.08,M,21,58,other
5811,0.84,0.92,F,21,56,other
5812,0.98,0.92,F,21,48,nephrology
5813,1,0.59,M,21,49,nephrology
5814,0.9,0.97,M,21,49,nephrology
5815,1,0.97,F,22,54,nephrology
5816,1,0.96,F,22,48,nephrology
5817,0,0.53,M,21,47,other
5818,0.78,0.92,M,21,57,nephrology
5819,1,0.89,M,21,47,nephrology
5820,0.67,0.18,F,21,47,nephrology
5821,1,0.47,M,21,48,nephrology
5822,1,0.32,M,22,50,nephrology
5823,1,0.95,M,21,53,other
5824,1,0.53,M,21,51,other
5825,1,0.84,F,22,47,nephrology
5826,1,0.18,M,22,50,nephrology
5827,1,0.97,F,21,47,nephrology
5828,1,0.08,M,21,49,nephrology
5829,0.77,0.82,F,22,49,other
5830,0.93,0.84,M,21,50,urology
5831,1,0.11,F,21,58,other
5832,0.92,0.83,M,22,66,nephrology
5833,0.9,0.16,M,21,50,other
5834,1,0.93,F,21,50,nephrology
5835,0.98,0.98,F,24,54,nephrology
5836,0.7,0.94,F,22,47,nephrology
5837,0.83,0.96,M,22,47,nephrology
5838,1,0.82,F,21,51,nephrology
5839,1,0.19,F,22,49,nephrology
5840,1,0.98,M,21,52,other
5841,1,0.95,M,21,47,nephrology
5842,1,0.96,M,22,53,nephrology
5843,0.14,0.83,F,21,47,other
5844,0.14,0.83,M,21,49,other
5845,0.59,0.88,F,21,47,nephrology
5846,0.92,0.83,F,23,49,nephrology
5847,0.81,0.87,F,21,61,nephrology
5848,0.98,0.31,M,21,53,nephrology
5849,1,0.8,F,22,51,nephrology
5850,1,0.84,M,21,54,nephrology
5851,1,0.23,M,21,48,urology
5852,0.99,0.5,M,21,46,nephrology
5853,1,0.05,M,22,50,nephrology
5854,1,0.59,F,21,46,other
5855,1,0.55,M,21,50,nephrology
5856,1,0.18,M,26,52,nephrology
5857,1,0.07,M,22,56,nephrology
5858,0.59,0.31,M,21,54,other
5859,0.99,0.54,F,21,47,other
5860,0.52,0.09,F,21,48,other
5861,0.99,0.92,F,22,48,nephrology
5862,0.96,0.37,M,21,50,nephrology
5863,0.96,0.5,F,21,48,other
5864,1,0.32,F,21,48,nephrology
5865,0.92,0.96,M,21,47,nephrology
5866,0.98,0.94,F,21,47,other
5867,1,0.87,F,21,58,nephrology
5868,0.68,0.88,M,21,71,nephrology
5869,1,0.16,F,21,49,nephrology
5870,1,0.43,F,38,68,nephrology
5871,1,0.8,M,34,58,urology
5872,0.89,0.41,M,35,64,urology
5873,1,0.9,M,34,57,nephrology
5874,1,0.87,M,36,62,nephrology
5875,1,0.87,M,35,60,nephrology
5876,0.99,0.31,M,32,56,nephrology
5877,1,0.92,F,33,57,nephrology
5878,1,0.26,M,31,55,nephrology
5879,1,0.26,M,28,56,nephrology
5880,0.99,0.96,M,30,56,nephrology
5881,1,0.78,M,29,53,nephrology
5882,0.94,0.95,F,35,58,urology
5883,1,0.78,M,36,59,nephrology
5884,1,0.44,M,34,57,nephrology
5885,1,0.81,F,27,51,nephrology
5886,1,0.95,F,37,62,nephrology
5887,1,0.9,F,36,63,nephrology
5888,1,0.78,M,37,67,nephrology
5889,0.99,0.96,M,35,56,nephrology
5890,0.96,0.34,M,23,51,other
5891,0.95,0.81,M,24,51,nephrology
5892,1,0.86,F,36,58,nephrology
5893,0.95,0.94,M,24,54,nephrology
5894,0.44,0.53,M,29,60,nephrology
5895,0.93,0.83,M,34,61,nephrology
5896,1,0.62,F,30,55,nephrology
5897,1,0.02,F,26,51,nephrology
5898,1,0.89,M,25,50,nephrology
5899,1,0.47,M,23,47,nephrology
5900,1,0.97,M,28,55,nephrology
5901,1,0.39,M,26,50,nephrology
5902,1,0.9,M,31,58,nephrology
5903,0.68,0.89,F,31,56,other
5904,0.79,0.89,F,25,50,nephrology
5905,1,0.59,M,33,59,other
5906,0.98,0.94,M,42,68,nephrology
5907,0.94,0.37,M,26,50,nephrology
5908,0.97,0.87,M,30,57,urology
5909,0.64,0.94,M,26,49,nephrology
5910,1,0.81,M,35,62,nephrology
5911,0.77,0.92,F,33,60,nephrology
5912,0.9,0.89,M,43,72,urology
5913,0.99,0.11,M,27,51,nephrology
5914,0.74,0.37,M,27,51,other
5915,0.9,0.9,F,37,62,nephrology
5916,1,0.75,F,26,50,urology
5917,1,0.21,F,45,68,nephrology
5918,0.71,0.96,F,26,50,nephrology
5919,1,0.41,F,29,54,nephrology
5920,1,0.93,M,31,60,nephrology
5921,1,0.97,F,27,53,other
5922,0.97,0.91,M,26,54,nephrology
5923,1,0.05,M,26,50,nephrology
5924,0.99,0.6,M,23,50,nephrology
5925,0.91,0.9,M,31,54,nephrology
5926,1,0.75,M,29,54,nephrology
5927,1,0.87,M,29,57,nephrology
5928,1,0.75,F,26,53,nephrology
5929,1,0.02,M,29,56,nephrology
5930,1,0.25,F,41,66,nephrology
5931,0.67,0.91,M,31,55,nephrology
5932,1,0.22,M,23,51,nephrology
5933,1,0.79,M,23,50,nephrology
5934,1,0.07,M,23,50,nephrology
5935,1,0.6,M,22,48,nephrology
5936,0.98,0.91,M,31,61,nephrology
5937,1,0.85,F,26,52,nephrology
5938,0.35,0.91,M,23,48,nephrology
5939,0.75,0.8,F,31,67,nephrology
5940,1,0.86,M,23,54,other
5941,1,0.86,M,30,58,nephrology
5942,0.93,0.44,M,29,57,nephrology
5943,0.99,0.34,F,46,69,nephrology
5944,1,0.18,M,32,56,nephrology
5945,0.95,0.91,F,30,53,nephrology
5946,0.92,0.87,M,29,51,urology
5947,1,0.92,M,31,58,nephrology
5948,1,0.94,F,33,55,nephrology
5949,1,0.88,M,29,53,nephrology
5950,1,0.48,F,29,55,nephrology
5951,0.97,0.95,M,27,51,nephrology
5952,1,0.38,F,29,53,other
5953,1,0.58,M,27,50,nephrology
5954,1,0.87,M,30,55,other
5955,0.87,0.56,M,33,58,nephrology
5956,0.74,0.42,M,29,54,other
5957,0.97,0.14,M,24,50,other
5958,1,0.15,M,26,54,nephrology
5959,1,0.13,F,41,66,nephrology
5960,1,0.36,M,41,64,nephrology
5961,1,0.4,M,33,61,nephrology
5962,1,0.84,F,29,54,nephrology
5963,1,0.96,M,27,52,nephrology
5964,0.77,0.91,F,26,51,nephrology
5965,1,0.02,F,35,60,nephrology
5966,0.89,0.45,F,35,59,urology
5967,1,0.95,M,25,53,other
5968,0.98,0.57,F,33,59,nephrology
5969,0.99,0.87,F,38,64,nephrology
5970,1,0.98,F,29,58,nephrology
5971,0.45,0.46,M,35,60,urology
5972,1,0.96,F,30,55,nephrology
5973,0.99,0.94,F,31,59,nephrology
5974,0.35,0.91,F,30,55,nephrology
5975,1,0.91,F,28,52,nephrology
5976,1,0.94,F,27,51,other
5977,0.99,0.32,M,24,60,nephrology
5978,1,0.97,M,25,48,nephrology
5979,1,0.3,M,26,51,nephrology
5980,1,0.35,F,36,59,other
5981,1,0.31,M,42,65,nephrology
5982,1,0.18,F,34,59,nephrology
5983,1,0.84,F,46,69,nephrology
5984,0.71,0.12,M,25,52,nephrology
5985,1,0.19,M,38,61,urology
5986,1,0.98,M,36,59,nephrology
5987,0.7,0.55,M,31,61,nephrology
5988,1,0.9,F,43,66,nephrology
5989,1,0.9,F,36,59,nephrology
5990,1,0.49,F,47,70,nephrology
5991,1,0.25,F,44,68,nephrology
5992,1,0.38,F,47,71,nephrology
5993,1,0.9,M,33,56,nephrology
5994,1,0.09,F,34,59,nephrology
5995,0.37,0.97,F,35,59,nephrology
5996,1,0.9,M,46,69,nephrology
5997,1,0.6,F,28,52,nephrology
5998,0.89,0.2,M,31,56,urology
5999,1,0.36,F,30,53,nephrology
6000,1,0.93,F,24,49,nephrology
6001,0.99,0.86,F,43,67,nephrology
6002,0.9,0.92,M,31,54,nephrology
6003,1,0.86,F,28,52,nephrology
6004,0.72,0.24,F,32,56,other
6005,0.95,0.46,M,24,48,nephrology
6006,1,0.84,F,39,64,nephrology
6007,0.87,0.21,M,35,59,nephrology
6008,0.45,0.28,F,23,67,nephrology
6009,1,0.87,F,24,80,nephrology
6010,1,0.59,F,7,80,other
6011,0.79,0.89,F,22,80,nephrology
6012,1,0.84,F,22,80,nephrology
6013,1,0.96,Unknown,3,28,nephrology
6014,0.82,0.44,F,13,59,other
6015,1,0.96,F,24,80,nephrology
6016,1,0.11,F,29,62,other
6017,1,0.21,F,23,58,nephrology
6018,1,0.49,F,37,80,nephrology
6019,0.76,0.92,M,31,80,nephrology
6020,1,0.39,F,37,86,other
6021,0.95,0.2,F,29,65,nephrology
6022,0.76,0.13,F,33,71,nephrology
6023,0.98,0.94,F,23,80,nephrology
6024,0.94,0.88,M,35,68,nephrology
6025,1,0.85,M,30,53,nephrology
6026,1,0.28,F,42,69,other
6027,1,0.85,M,36,67,nephrology
6028,1,0.01,F,34,56,nephrology
6029,0.88,0.47,M,35,58,urology
6030,1,0.56,M,28,51,nephrology
6031,0.93,0.37,M,33,56,nephrology
6032,0.82,0.88,M,34,59,nephrology
6033,1,0.94,F,36,61,nephrology
6034,0.94,0.55,M,33,60,nephrology
6035,0.99,0.37,F,34,59,nephrology
6036,0.94,0.88,M,32,59,nephrology
6037,1,0.17,M,48,73,urology
6038,1,0.04,M,25,51,other
6039,1,0.93,M,26,48,nephrology
6040,0.86,0.31,F,25,48,nephrology
6041,0.99,0.38,M,22,53,urology
6042,0.98,0.55,F,24,50,nephrology
6043,1,0.54,M,28,53,other
6044,1,0.14,M,26,50,nephrology
6045,1,0.1,M,30,55,nephrology
6046,1,0.32,M,29,52,nephrology
6047,1,0.92,F,36,63,nephrology
6048,1,0.48,F,28,54,nephrology
6049,1,0.33,F,27,51,nephrology
6050,1,0.98,F,32,58,nephrology
6051,1,0.16,F,27,53,nephrology
6052,1,0.94,F,31,56,nephrology
6053,1,0.2,M,30,56,nephrology
6054,1,0.4,F,37,61,nephrology
6055,1,0.85,F,26,49,other
6056,1,0.9,F,47,70,nephrology
6057,1,0.98,F,30,54,urology
6058,1,0.42,F,28,51,nephrology
6059,0,0.37,F,21,51,other
6060,1,0.84,F,21,49,nephrology
6061,1,0.17,M,21,47,other
6062,0.98,0.96,M,21,49,nephrology
6063,0.8,0.04,M,21,48,other
6064,0.95,0.33,M,21,50,nephrology
6065,0.92,0.43,M,21,49,other
6066,1,0.05,M,21,49,other
6067,1,0.39,M,21,51,nephrology
6068,0.69,0.99,F,21,47,nephrology
6069,1,0.31,M,21,46,other
6070,0,0.05,M,21,58,other
6071,1,0.1,F,21,47,nephrology
6072,0.94,0.45,F,21,47,nephrology
6073,0.25,0.87,M,21,49,other
6074,1,0.01,M,21,49,other
6075,1,0.92,F,21,61,nephrology
6076,0.97,0.99,F,3,28,nephrology
6077,1,0.95,F,3,28,nephrology
6078,0.76,0.95,F,3,28,other
6079,0.98,0.95,F,3,28,nephrology
6080,0.85,0.85,F,24,80,other
6081,1,0.34,F,23,80,nephrology
6082,1,0.51,F,3,28,nephrology
6083,0.86,0.59,F,23,80,nephrology
6084,0.92,0.07,F,3,28,nephrology
6085,0.85,0.85,F,3,28,nephrology
6086,1,0.9,F,22,80,nephrology
6087,0.86,0.82,M,21,80,nephrology
6088,1,0.19,M,3,28,nephrology
6089,1,0.93,F,3,28,other
6090,1,0.9,F,27,51,nephrology
6091,1,0.13,F,22,49,nephrology
6092,1,0.88,F,34,57,nephrology
6093,1,0.9,M,28,55,nephrology
6094,1,0.76,F,28,52,nephrology
6095,1,0.37,F,23,48,nephrology
6096,0.94,0.88,M,26,50,other
6097,0.99,0.09,F,32,59,other
6098,1,0.97,M,31,56,nephrology
6099,1,0.13,M,26,48,nephrology
6100,0.99,0.18,F,28,51,nephrology
6101,1,0.16,M,29,54,nephrology
6102,1,0.88,F,32,60,other
6103,0.94,0.27,F,26,80,nephrology
6104,0.8,0.56,F,23,57,nephrology
6105,0.99,0.02,M,26,69,urology
6106,1,0.28,F,23,80,other
6107,0.94,0.96,F,21,80,other
6108,1,0.98,M,3,28,nephrology
6109,0.85,0.86,F,21,63,urology
6110,1,0.98,F,15,80,nephrology
6111,1,0.89,F,22,80,nephrology
6112,0.98,0.81,F,25,80,other
6113,1,0.52,M,3,28,other
6114,0.93,0.12,F,22,80,nephrology
6115,1,0.47,F,27,61,nephrology
6116,1,0.49,F,3,28,urology
6117,1,0.87,F,11,61,other
6118,1,0.84,M,29,80,nephrology
6119,0.65,0.28,M,31,61,nephrology
6120,0.96,0.93,F,35,80,nephrology
6121,1,0.92,F,37,80,nephrology
6122,0.7,0.9,M,22,48,other
6123,1,0.95,F,35,61,nephrology
6124,0.62,0.8,M,32,61,nephrology
6125,1,0.5,F,31,58,nephrology
6126,1,0.89,M,33,61,nephrology
6127,1,0.73,F,36,58,nephrology
6128,1,0.96,F,26,53,nephrology
6129,1,0.77,F,22,49,nephrology
6130,1,0.91,M,21,49,nephrology
6131,1,0.94,M,48,75,nephrology
6132,1,0.86,M,41,66,nephrology
6133,1,0.53,M,26,52,other
6134,0.97,0.86,F,23,56,other
6135,1,0.9,M,36,66,other
6136,0.93,0.28,F,26,48,nephrology
6137,0.62,0.93,M,25,49,nephrology
6138,1,0.05,F,34,58,nephrology
6139,0.82,0.05,M,30,56,nephrology
6140,1,0.43,F,25,48,nephrology
6141,1,0.07,M,30,56,other
6142,0.91,0.51,M,25,50,nephrology
6143,1,0.87,M,24,49,nephrology
6144,0.85,0.05,M,31,58,nephrology
6145,1,0.26,F,25,49,other
6146,0.98,0.88,F,29,53,nephrology
6147,0.72,0.92,M,39,64,nephrology
6148,1,0.88,F,25,50,nephrology
6149,1,0.32,F,27,52,nephrology
6150,0.95,0.26,F,22,48,nephrology
6151,1,0.33,M,31,55,nephrology
6152,0.75,0.9,M,28,53,nephrology
6153,1,0.97,F,26,50,other
6154,1,0.95,F,38,61,nephrology
6155,1,0.94,F,33,57,nephrology
6156,1,0.43,F,39,63,nephrology
6157,1,0.95,F,30,55,nephrology
6158,0.86,0.41,F,21,47,urology
6159,0.86,0.42,F,22,80,nephrology
6160,0.95,0.98,M,23,80,nephrology
6161,0.85,0.92,F,24,80,other
6162,1,0.92,F,23,80,nephrology
6163,0.93,0.94,F,3,28,nephrology
6164,0.93,0.97,F,21,80,other
6165,0.94,0.42,F,44,80,urology
6166,1,0.94,F,24,80,nephrology
6167,1,0.04,F,37,80,other
6168,1,0.97,F,26,80,other
6169,0.98,0.59,F,3,28,other
6170,1,0.29,M,33,57,nephrology
6171,1,0.36,M,31,55,nephrology
6172,1,0.85,F,29,54,nephrology
6173,0.99,0.41,M,28,54,nephrology
6174,1,0.76,M,35,56,other
6175,1,0.25,M,33,54,nephrology
6176,0.68,0.99,F,35,56,nephrology
6177,0.99,0.42,F,30,54,nephrology
6178,0.74,0.93,M,32,58,nephrology
6179,1,0.84,M,29,52,nephrology
6180,1,0.87,F,22,62,nephrology
6181,1,0.22,F,23,54,nephrology
6182,0.92,0.94,M,23,52,nephrology
6183,0.88,0.39,M,22,59,other
6184,0.98,0.57,M,22,54,urology
6185,1,0.51,F,21,49,other
6186,1,0.03,F,26,50,nephrology
6187,0.44,0.94,M,33,56,nephrology
6188,0.44,0.94,M,33,57,other
6189,0.42,0.92,F,32,58,nephrology
